1,Alaska,0.168541
2,Alaska,0.209257
3,Alaska,0.837275
4,Alaska,0.322511
5,Alaska,1.46241
6,Alaska,2.778535
7,Alaska,0.359589
8,Alaska,0.225724
9,Alaska,0.136504
10,Alaska,1.272344
11,Alaska,0.095759
12,Alaska,0.251123
13,Alaska,6.964526
14,Alaska,5.126354
15,Alaska,1.18393
16,Alaska,0.184467
17,Alaska,0.173643
18,Alaska,0.369449
19,Alaska,0.867942
20,Alaska,0.482383
21,Alaska,4.191047
22,Alaska,1.523054
23,Alaska,0.720368
24,Alaska,6.980309
25,Alaska,0.153697
26,Alaska,4.019835
27,Alaska,0.080504
28,Alaska,1.628226
29,Alaska,0.180897
30,Alaska,0.305119
31,Alaska,1.279212
32,Alaska,0.408641
33,Alaska,4.794893
34,Alaska,0.865582
35,Alaska,0.580508
36,Alaska,1.983464
37,Alaska,0.541948
38,Alaska,0.994581
39,Alaska,19.906942
40,Alaska,0.714683
41,Alaska,0.492955
42,Alaska,4.806808
43,Alaska,1.456602
44,Alaska,0.071144
45,Alaska,5.788528
46,Alaska,1.262949
47,Alaska,0.26082
48,Alaska,2.271929
49,Alaska,0.32474
50,Alaska,4.455561
51,Alaska,0.141364
52,Alaska,2.022563
53,Alaska,0.237273
54,Alaska,0.403201
55,Alaska,0.871709
56,Alaska,0.09339
57,Alaska,0.387311
58,Alaska,55.033964
59,Alaska,0.067492
60,Alaska,0.287537
61,Alaska,0.331008
62,Alaska,0.11513
63,Alaska,0.804669
64,Alaska,0.217752
65,Alaska,0.30253
66,Alaska,0.117061
67,Alaska,2.681087
68,Alaska,2.93163
69,Alaska,5.014328
70,Alaska,4.508275
71,Alaska,127.379622
72,Alaska,838.932733
73,Alaska,12.145782
74,Alaska,2.21163
75,Alaska,0.204534
76,Alaska,0.140503
77,Alaska,0.539095
78,Alaska,14.395902
79,Alaska,10.373218
80,Alaska,0.443945
81,Alaska,0.330544
82,Alaska,1616.49534
83,Alaska,0.305357
84,Alaska,0.262765
85,Alaska,2.741937
86,Alaska,27.87123
87,Alaska,16.278842
88,Alaska,1.537524
89,Alaska,69.04016
90,Alaska,15.240681
91,Alaska,0.713153
92,Alaska,0.761596
93,Alaska,8.259545
94,Alaska,0.108795
95,Alaska,0.711875
96,Alaska,4.387652
97,Alaska,1.059031
98,Alaska,0.212759
99,Alaska,170.215185
100,Alaska,1.787178
101,Alaska,2.030358
102,Alaska,102.930485
103,Alaska,0.304588
104,Alaska,7.366341
105,Alaska,2.22207
106,Alaska,0.498941
107,Alaska,0.435093
108,Alaska,2.279727
109,Alaska,319.420364
110,Alaska,1.539061
111,Alaska,1.216235
112,Alaska,1.190093
113,Alaska,1.427562
114,Alaska,3.463607
115,Alaska,25.86639
116,Alaska,4.1325
117,Alaska,11.097021
118,Alaska,0.288408
119,Alaska,2.511033
120,Alaska,0.10449
121,Alaska,4.819943
122,Alaska,0.104114
123,Alaska,0.175273
124,Alaska,1.277374
125,Alaska,0.598003
126,Alaska,35.597014
127,Alaska,4.076842
128,Alaska,28.804838
129,Alaska,0.537361
130,Alaska,0.302882
131,Alaska,24.881079
132,Alaska,0.672673
133,Alaska,7.958431
134,Alaska,10.764774
135,Alaska,1.288102
136,Alaska,0.433153
137,Alaska,2.498417
138,Alaska,0.273901
139,Alaska,0.277807
140,Alaska,3.196207
141,Alaska,0.314322
142,Alaska,0.203646
143,Alaska,0.510821
144,Alaska,1.655602
145,Alaska,2.231034
146,Alaska,6.145069
147,Alaska,1.851298
148,Alaska,0.224499
149,Alaska,0.307772
150,Alaska,3.574255
151,Alaska,0.141544
152,Alaska,76.282146
153,Alaska,0.144796
154,Alaska,0.276559
155,Alaska,0.203423
156,Alaska,0.091442
157,Alaska,0.108145
158,Alaska,0.396285
159,Alaska,1.246019
160,Alaska,0.592745
161,Alaska,1.845265
162,Alaska,1.32109
163,Alaska,0.266694
164,Alaska,15.873456
165,Alaska,0.249027
166,Alaska,0.256201
167,Alaska,0.064889
168,Alaska,0.121462
169,Alaska,0.854232
170,Alaska,0.81631
171,Alaska,0.094828
172,Alaska,0.175669
173,Alaska,9.831677
174,Alaska,0.661263
175,Alaska,0.187835
176,Alaska,8.711376
177,Alaska,3.281094
178,Alaska,6.057414
179,Alaska,0.534997
180,Alaska,0.312799
181,Alaska,24.814506
182,Alaska,0.118797
183,Alaska,1.576125
184,Alaska,6.41945
185,Alaska,33.846362
186,Alaska,0.171902
187,Alaska,0.196591
188,Alaska,0.825858
189,Alaska,0.533588
190,Alaska,0.290598
191,Alaska,0.216197
192,Alaska,0.296028
193,Alaska,81.568833
194,Alaska,3.465239
195,Alaska,0.117946
196,Alaska,4.500662
197,Alaska,4.230682
198,Alaska,0.113566
199,Alaska,0.322662
200,Alaska,4.632899
201,Alaska,2.350461
202,Alaska,0.15941
203,Alaska,1.006402
204,Alaska,120.503819
205,Alaska,0.151584
206,Alaska,0.19808
207,Alaska,0.212657
208,Alaska,9.110252
209,Alaska,10.579008
210,Alaska,2.290424
211,Alaska,1.302137
212,Alaska,2.425406
213,Alaska,0.484883
214,Alaska,0.631421
215,Alaska,0.644607
